entity;label
Q960;Tuva Republic
Q1914;Karelia
Q2073;Komi Republic
Q3734;Republic of Adygea
Q3953;Republic of Kalmykia
Q5118;Republic of Dagestan
Q5187;Chechen Republic
Q5219;Republic of Ingushetia
Q5237;Republic of North Ossetia-Alania
Q5267;Kabardino-Balkaria
Q5328;Karachay-Cherkess Republic
Q5340;Republic of Mordovia
Q5422;Udmurt Republic
Q5446;Mari El Republic
Q5466;Chuvash Republic
Q5481;Republic of Tatarstan
Q5710;Republic of Bashkortostan
Q5971;Altai Republic
Q6543;Republic of Khakassia
Q6605;Sakha Republic
Q6809;Republic of Buryatia
Q15966495;Republic of Crimea
