entity;label
Q48852;Крейлерский лес
Q329091;Бикерниекский лес
Q591413;Национальный лес Шоуни
Q615767;Аокигахара
Q1940784;Варзеа
Q2070727;Лаврентийские смешанные леса
Q2701207;Кампиносская пуща
Q3052106;Леса Новой Англии и Акадии
Q3078746;Каролинский лес
Q4064297;Аминадав (лес)
Q4100281;Бутовский лесопарк
Q14942956;Тижука
Q27430977;Голимантова Лесная Дача
Q27558171;Рэденская дача
Q28667867;Сальская дача
Q1293678;Лес Фонтенбло
Q1657135;Игельшиб
Q2080789;Гималайские субтропические сосновые леса
Q4144718;Горный сосняк на отложениях палеогена
Q4503866;Цемесская роща
Q27430976;Шингистайская Лесная Дача
Q31917380;Бобровская Лесная Дача
Q37824038;Кандальская Лесная Дача
Q37824548;Карыжский Лес
Q37826482;Кирилловская Лесополоса
Q37847860;Краснодарский Лесопарк
Q37856615;Лес Чёрный
Q37856704;Лес Дубрава
Q37856719;Лес Фазаний
Q37856746;Лес Гари
Q37857024;Лес Мингавиль
Q37857041;Лес Мужичий
Q37857071;Лес Нижний Сливной
Q37857127;Лес Петропавловский
Q37857253;Лес Славский
Q37857277;Лес Сосновский
Q37857415;Лес Вислый
Q37857431;Лес Вязовский
Q37857670;Лесничество Верхнежировское
Q37868318;Мордовский Лес
Q37895620;Нерейский Лес
Q37903759;Орско-Симанская Лесная Дача
Q37958973;Погонно-Лосиный Остров
Q37959685;Полесский Лес
Q37959930;Старый Лес
Q37961882;Причетская Лесная Дача
Q37964755;Правоканская Лесная Дача
Q37965058;Среднекемчугская Лесная Дача
Q37965441;Рям Соломенный
Q37967079;Ухоловское Лесничество
Q37967254;Пунгинское Лесничество
Q37968603;Тарасовский Лес
Q37968608;Урочище Мягкий Лес
Q28916597;Хыржаука-Сипотень
Q28916598;Борчак
Q31913755;Белоглинская Лесная Дача
Q31918246;Большаковский Лес
Q31926096;Лесничество Бригадирское
Q251246;Венский Лес
Q372495;Тухольские боры
Q1362222;Леса кайя Миджикенда
Q1513403;Грюневальд
Q1802044;Лес Ландов
Q3054213;Восточные низинные леса Великих озёр
Q3079012;Лес Королевы (Лотарингия)
Q3822034;Дождевые леса Вануату
Q3849849;Гималайские субтропические широколиственные леса
Q28916599;Кыету
Q28916606;Липник
Q28916607;Хараба
Q37803897;Горевская Лесная Дача
Q37807109;Ибрюльская Лесная Дача
Q37809279;Ивановская Лесная Дача
Q37824052;Кандатская Лесная Дача
Q37848092;Красный Лес
Q37856558;Лес Большой
Q37856663;Лес Долгенький
Q37856819;Лес Казëнный
Q37856859;Лес Конская Дача
Q37856865;Лес Кошарный
Q37856978;Лес Малый Дабандинский
Q37857014;Лес Медвежий
Q37857020;Лес Мичуринский
Q37857101;Лес Орлиный
Q37857123;Лес Песчаный
Q37857130;Лес Покровские Дачи
Q37857134;Лес Пономарева Дача
Q37857161;Лес Пригородный
Q37857180;Лес Северная Грива
Q37857247;Лес Сквозной
Q37857283;Лес Советский
Q37857303;Лес Стрелковый
Q37857315;Татарский Лес
Q37857646;Лесная Дача Шегарская
Q37857775;Лесопарк Красный Кум
Q37867843;Мокрый Лес
Q37959933;Приморский Лес
Q37964714;Петровская Лесная Дача
Q37965438;Рям Фроловский
Q37966397;Петропавловский бор
Q37966893;Юксинская Лесная Дача
Q37966896;Юксинская Первая Лесная Дача
Q37966903;Улуюльская Лесная Дача
Q4526;Сундарбан
Q632261;Хойя
Q919191;Шервудский лес
Q1554840;Ганнисон
Q1602409;Изогнутый лес
Q1647964;Гигантский лес
Q1896968;Красный лес
Q4153186;Хырбовэцкий лес
Q4946090;Борнейские торфяные заболоченные леса
Q20431309;Тигечские кодры
Q37779803;Четская Лесная Дача
Q37807931;Иловайское Лесничество
Q37826670;Китернинская Лесная Дача
Q37849027;Кряжевский бор
Q37849382;Кудряшовский бор
Q37856527;Лес Барский
Q37856608;Лес Чумацкий
Q37856740;Лес Гарь
Q37856776;Лес Гремячий
Q37856804;Лес Ивановский
Q37856815;Лес Казённый
Q37856945;Лес Лоховская Дача
Q37856966;Лес Малаховский
Q37856988;Лес Мандровская Дача
Q37857010;Лес Матренина Избушка
Q37857032;Лес Морской
Q37857075;Лес Новая Роща
Q37857121;Лес Первая Железницкая Дача
Q37857155;Лес Придорожный
Q37857165;Лес Прудный
Q37857229;Лес Шпальный
Q37857253;Лес Славский
Q37857292;Лес Старая Роща
Q37857463;Лес Емельяновский
Q37857649;Лесная Дача Верхнекаргатская
Q37862528;Малоюксинская Лесная Дача
Q2118990;Ятир
Q2642284;Чёрный лес
Q3079370;Восточные смешанные леса
Q5469282;Леса Косова
Q7262054;Пиская пуща
Q37864392;Матросовский Лес
Q37898356;Новодеревенский Лес
Q37900572;Оковский Лес
Q37959930;Старый Лес
Q37966423;Уватская Лесная Дача
Q37967122;Учебное Лесничество
Q37968276;Усть-Каменская Лесная Дача
Q37968286;Павловская Лесная Дача
Q28916596;Бэлцата
Q28916603;Рудь-Гаван
Q31878387;Алеуская Лесная Дача
Q31909692;Банищанский Лес
Q31914457;Бергамакская Лесная Дача
Q31918291;Большереченская Лесная Дача
Q31924436;Бор Кашламский
Q192666;Беловежская пуща
Q707004;Пфальцский Лес
Q975644;Эштаоль
Q27430854;Лесничество Тюмень
Q28916600;Тополевая роща
Q28916601;Погорелое
Q28932314;Урочище Сусарево
Q31889793;Артынский бор
Q1618437;Хильденская пустошь
Q2254455;Суаньский лес
Q2913503;Борнейские равнинные дождевые леса
Q3079095;Анджелеский национальный лес
Q3820768;Ары-Мас
Q4144657;Горнотаёжная станция им. В. Л. Комарова
Q4154079;Дайнавский лес
Q4213857;Караканский бор
Q4290823;Меренештский лес
Q4539162;Чарынская ясеневая лесная дача
Q5602884;Пик Грин (остров Вознесения)
Q37785248;Форст Греибен
Q37804706;Графский Лес
Q37849759;Куликовская Лесная Дача
Q37856573;Лес Большой Бор
Q37856583;Лес Боярский
Q37856592;Лес Бухаловский
Q37856712;Лес Дюнный
Q37856723;Лес Фазанный
Q37856733;Лес Филатовский
Q37856854;Лес Конного
Q37856881;Лес Красный
Q37856917;Лес Кругленький
Q37856934;Лес Лаптев Колок
Q37856942;Лес Ленинская Дача
Q37856982;Лес Малый Прегольский
Q37857103;Лес Осиновый Мыс
Q37857106;Лес Островский
Q37857118;Лес Озернинская Дача
Q37857128;Лес Погуляевская Дача
Q37857169;Лес Пятачок
Q37857221;Лес Шешупский
Q37857235;Лес Сидоров
Q37857421;Лес Вольновский
Q37864842;Майзасская Лесная Дача
Q37895620;Нерейский Лес
Q37896147;Нибегинская Лесная Дача
Q37961297;Синюшинская Лесная Дача
Q37964812;Покровская Лесная Дача
Q37964814;Загайновская Лесная Дача
Q37969037;Подъеланный Бор
Q31911838;Баруно-Челанский Бор
Q33406664;Таухервальд
Q125435;Хардтвальд
Q37817526;Калагановский Бор
Q37824601;Касмалинская Лесная Дача
Q37848444;Лесничество Кривецкое
Q37856599;Лес Бушковский
Q247409;Лесные массивы Франции
Q277755;Нью-Форест
Q390819;Лоло
Q890783;Богемская роща
Q2717697;Марипоса
Q3078813;лес Бонди
Q27430576;Лес Туртап
Q37857086;Лес Олеховский
Q37857094;Лес Олений Остров
Q37857132;Лес Полевой
Q37857241;Лес Симониха
Q37857298;Лес Столбовой
Q37857322;Лес Томузловская Дача
Q37857342;Лес Третьяк
Q37857427;Лес Войсковой
