entity;label;popularity
Q787753;Baalbek-Hermel Governorate;2057
Q390267;North Governorate;1893
Q223643;South Governorate;1630
Q319632;Beqaa Governorate;1557
Q556146;Akkar Governorate;1028
Q216945;Mount Lebanon Governorate;124
Q458417;Nabatieh Governorate;39
Q651688;Beirut Governorate;31
