entity;label;popularity
Q726917;Auckland Region;1007
Q692912;Otago Region;949
Q657004;Canterbury Region;649
Q864971;Southland Region;497
Q856010;Wellington Region;445
Q139918;Waikato Region;395
Q140246;Gisborne District;374
Q666142;Tasman District;359
Q541468;West Coast Region;317
Q59596;Northland Region;268
Q139907;Manawatū-Whanganui Region;231
Q251825;Hawke's Bay Region;196
Q140207;Taranaki Region;188
Q140083;Marlborough District;185
Q2192924;Bay of Plenty Region;157
Q1995856;Nelson Region;72
