entity;label;popularity
Q16594;Montevideo Department;999
Q16577;Canelones Department;456
Q16576;Paysandú Department;395
Q16582;Rocha Department;375
Q331196;Maldonado Department;361
Q460435;Lavalleja Department;360
Q16596;Río Negro Department;304
Q16584;Soriano Department;301
Q16580;Colonia Department;297
Q16595;Salto Department;297
Q16575;Cerro Largo Department;294
Q16603;Artigas Department;291
Q16587;Tacuarembó Department;283
Q16593;Florida Department;270
Q16591;Durazno Department;239
Q16579;San José Department;233
Q16609;Rivera Department;218
Q16610;Treinta y Tres Department;215
Q16578;Flores Department;179
