entity;label;popularity
Q1010349;Gibson Amphitheatre;46
Q3106621;Pechanga Arena;26
Q671266;Hearst Greek Theatre;25
Q5601897;Greek Theatre, Los Angeles;23
Q7501435;Shoreline Amphitheatre;21
Q4792362;Arlington Memorial Amphitheater;18
Q1646054;Ancient Greek theatre of Pergamon;16
Q7414785;Glen Helen Amphitheater;15
Q63604281;South Campground Amphitheater;13
Q20112429;Q20112429;13
Q55315860;Darien Lake Performing Arts Center;12
Q6421127;Klipsch Music Center;12
Q7539731;Sleep Train Pavilion;11
Q14689271;Oleson Park Music Pavilion;11
Q1265153;Alpine Valley Music Theatre;10
Q7902480;Utah State Training School Amphitheater and Wall;10
Q63039076;Serpentine Wall;10
Q31138966;Q31138966;10
Q7303032;Recreation Center for the Utah State Hospital;10
Q8024095;Windego Park Auditorium/Open Air Theater;9
Q16895432;Mort Glosser Amphitheater;9
Q33260974;Q33260974;9
Q14875242;Kingswood Music Theatre;9
Q7419208;Santa Barbara Bowl;9
Q5473729;Foster Park Bowl;9
Q7539730;Sleep Train Amphitheatre;9
Q7539726;North Island Credit Union Amphitheatre;9
Q18158621;Tanner Amphitheater;9
Q78680466;O.C. Tanner Amphitheater;8
Q7602072;Starlight Bowl;8
Q5148725;Colorado Amphitheater;8
Q42610940;Amphitheatre of Bulla Regia;8
Q5469118;Forest Theater;8
Q16973958;McIntire Amphitheatre;7
Q66127953;Hartwood Acres Ampitheater;7
Q42763661;Q42763661;7
Q42763554;Q42763554;7
Q7122294;Pacific Amphitheatre;7
Q9150009;Q9150009;7
Q7921447;Verizon Wireless Amphitheatre at Encore Park;7
Q6821051;Mesa Amphitheatre;7
Q83695158;Q83695158;7
Q26660161;Amphitheatre At Carmel College;6
Q29898196;Q29898196;6
Q31181943;Q31181943;6
Q67882995;Q67882995;6
Q38283307;Q38283307;6
Q66823611;Q66823611;6
Q56276158;Du Arena;6
Q9150002;Q9150002;5
Q38283532;Q38283532;5
Q13046666;Amphitheatre of Butrint;5
Q9150008;Q9150008;5
Q27431323;Anfiteatro del Parque de la Exposición;5
Q5507841;Fulfillment Amphitheater;5
Q24576199;Q24576199;5
Q5301581;Douglas Head Amphitheatre;4
Q9150005;Q9150005;4
Q61233257;The Chrysalis;4
Q7269203;Quarry Amphitheatre;4
Q16515497;Q16515497;4
Q16896058;Oakwood Lake Amphitheatre;3
Q16911215;Cal Expo Amphitheatre;3
Q73897402;America Gardens;2
Q56547905;Q56547905;0
