entity;label;popularity
Q21079376;rue Béthizy;11
Q46993052;Lucas Meijerkade;9
Q46993028;Schalk Burgerkade;9
Q30742400;rue Beaurepaire;9
Q3447080;rue Basse-du-Rempart;9
Q14918801;Wych Street;8
Q20870268;Holywell Street, London;7
Q33618709;Rue de l'Arche-Pépin;7
Q28456652;Sardinia Street, Lincoln's Inn;7
Q16673858;Q16673858;7
Q199273;Dorset Street;6
Q48699041;Bull and Mouth Street;6
Q28803155;Howard Street;6
Q23662019;Green Street;6
Q28456639;Norfolk Street;6
Q5740786;Q5740786;6
Q17183050;Beer Lane;5
Q28495737;Q28495737;5
Q30740848;Q30740848;5
Q30739603;Q30739603;5
Q56753386;Q56753386;5
Q28495432;Q28495432;5
Q27582349;rue d'Avignon;5
Q16165796;Улица Авейде Марии;4
Q30740857;Q30740857;4
Q30740873;Q30740873;4
Q4168352;Дровяная улица;4
Q55036397;Bullenstraße;4
Q30740845;Q30740845;4
Q28495786;Q28495786;3
Q4277353;Малая Соборная улица;3
Q4472504;Улица Кологривова;3
Q30740489;Q30740489;3
Q4276621;Малаховская площадь;3
Q4234078;Короткая улица;3
Q4108288;Верхне-Наземская улица;3
Q4094646;Бороздинская улица;3
