entity;label;popularity
Q1054203;Mill Colonnade;17
Q2984289;Louvre Colonnade;17
Q37340238;Q37340238;16
Q12029850;Lázeňská kolonáda (Mariánské Lázně);16
Q37340257;Q37340257;14
Q1796412;Q1796412;13
Q37806720;Q37806720;12
Q37268991;Q37268991;12
Q1053483;Colonne di San Lorenzo;12
Q38048512;Q38048512;12
Q62391349;Q62391349;11
Q37340788;Q37340788;11
Q5598980;Great Colonnade at Palmyra;11
Q23041442;West Colonnade;10
Q37343168;Q37343168;10
Q62414792;Q62414792;10
Q211162;Great Colonnade at Apamea;9
Q77812341;Colonnade by lake to south of Heaton Hall;9
Q17547311;Curved Colonnades Entrance Steps Outer Pavilions Of Woodcote Park (Old House) Woodcote Park;9
Q23041459;East Colonnade;8
Q23425512;Q23425512;8
Q66851017;Colonnades of Piazza Pitagora;7
Q34927876;Q34927876;6
Q12005524;Q12005524;5
Q20107881;Colonnade in St Peter's Square, Vatican City;3
