entity;label;popularity
Q170208;Religious Society of Friends;254
Q690453;Community of the Chemin Neuf;37
Q193944;Sangha;33
Q779820;Monastic Fraternities of Jerusalem;18
Q1451434;Fraternity of Saint Vincent Ferrer;14
Q7531309;Sisters of Charity;13
Q19910438;Новоузенский Свято-Троицкий монастырь;12
Q1472455;Five Bread Association;10
Q1672043;Iona Community;10
Q9168256;Beczka;9
Q25418719;Assembleia de Deus Vitória em Cristo;8
Q5154995;Community of Jesus;8
Q16828062;CORPUS;7
Q2520396;Beit Ha'Chidush;7
Q16687822;Православие в Китайской Республике;7
Q656211;Roman Catholicism in Belarus;6
Q3432223;Ringatū;5
Q20884869;Liberal Jewish Community, Amsterdam;5
Q2986857;Q2986857;5
Q5181162;Craig Lodge Community;4
Q26792302;Q26792302;4
Q23301323;Q23301323;4
Q2989357;Jewish community in Ústí nad Labem;4
Q28151571;Q28151571;4
Q5116825;Church of Body Modification;3
Q5656781;Haredi burqa sect;3
Q23001541;Jewish community of Amersfoort;2
Q24623;Baghban;2
Q8046801;Paradesi Jews;2
Q7278671;Rabelados;2
Q2292346;Q2292346;2
Q28711840;Q28711840;2
Q7885915;Q7885915;1
Q7298436;Rayeen;1
Q27959382;Q27959382;1
