entity;label;popularity
Q240520;Phetchabun;883
Q233588;Chiang Mai;861
Q236419;Chiang Rai;785
Q235574;Songkhla;744
Q240463;Surat Thani;690
Q275781;Phitsanulok;681
Q275740;Kanchanaburi;668
Q244691;Nakhon Si Thammarat;663
Q236769;Krabi;572
Q241884;Trat;564
Q244695;Chumphon;553
Q275388;Loei;530
Q271737;Nakhon Ratchasima;525
Q327730;Chanthaburi;520
Q244698;Nan;519
Q273306;Phang Nga;518
Q207068;Chon Buri;509
Q380764;Sukhothai;503
Q271442;Narathiwat;480
Q335492;Ratchaburi;478
Q275758;Tak;474
Q334906;Chachoengsao;458
Q243805;Trang;445
Q239844;Nakhon Sawan;443
Q240495;Lampang;442
Q236263;Satun;429
Q244628;Prachuap Khiri Khan;418
Q334841;Nakhon Pathom;389
Q269270;Mae Hong Son;372
Q273807;Kamphaeng Phet;364
Q271529;Samut Prakan;361
Q335221;Rayong;360
Q242977;Yala;359
Q244618;Phayao;355
Q476222;Phra Nakhon Si Ayutthaya;339
Q244652;Phrae;335
Q382144;Kalasin;331
Q273794;Uttaradit;328
Q336122;Lopburi;323
Q244699;Phetchaburi;322
Q275377;Chaiyaphum;321
Q243808;Phatthalung;308
Q240540;Lamphun;305
Q382125;Sakon Nakhon;305
Q236802;Ranong;302
Q237874;Phichit;300
Q334686;Samut Sakhon;298
Q327510;Buri Ram;279
Q337627;Saraburi;274
Q272247;Suphanburi;263
Q380761;Si Sa Ket;246
Q327533;Khon Kaen;243
Q244649;Uthai Thani;229
Q236781;Pattani;228
Q182565;Phuket;218
Q466212;Nakhon Nayok;213
Q242932;Nonthaburi;211
Q625463;Roi Et;192
Q459759;Chai Nat;191
Q380757;Surin;175
Q459748;Pathum Thani;168
Q629024;Ubon Ratchathani;167
Q327737;Nong Khai;152
Q459742;Samut Songkhram;143
Q334836;Sing Buri;136
Q380752;Udon Thani;134
Q243795;Ang Thong;119
Q468554;Maha Sarakham;112
Q468547;Nakhon Phanom;108
Q381889;Sa Kaeo;94
Q506598;Yasothon;91
Q321324;Prachin Buri;91
Q335119;Mukdahan;89
Q1001862;Bueng Kan;85
Q243791;Amnat Charoen;80
Q261241;Nong Bua Lam Phu;72
Q13014111;Phra Nakhon;26
Q13014101;Thon Buri;25
Q13014127;Lang Suan;11
Q13014097;Thanyaburi;10
Q13014104;Phibun Songkhram;8
Q7659554;Sai Buri;8
Q15647332;Phra Tabong Province;7
Q7530902;Sisophon Province;6
Q13014123;Sawankhalok;6
Q13014124;Lom Sak;6
Q44163553;Syburi;6
Q13014113;Lan Chang;5
Q13014100;Takua Pa;3
Q13014089;Khu Khan;3
Q6398656;Template:Provinces of Thailand;3
Q13014099;Nakhon Champasak;1
Q13014108;Phra Pra Daeng;1
Q13014115;Min Buri;1
Q15631833;Kabin Buri;1
