entity;label;popularity
Q5385260;Erddig;231
Q7201721;Plas Newydd;168
Q731635;Mount Vernon;110
Q7837467;Tredegar House;95
Q18772557;Singraven;89
Q1900113;Q1900113;88
Q5638413;Hafod Uchtryd;68
Q2637062;Voorstonden (Brummen);60
Q3034362;Cataraqui Estate;60
Q2788966;Den Aalshorst;60
Q18768202;Vollenhoven, De Bilt;56
Q18775315;Q18775315;52
Q18768217;Q18768217;50
Q13896562;Q13896562;47
Q168595;Godolphin Estate;46
Q2296659;Wouwse Plantage;45
Q13433457;Q13433457;43
Q441079;Althorp;42
Q18774669;Landgoed de Horsten;41
Q18767684;Q18767684;41
Q677420;Schloss Nordkirchen;41
Q2625400;Q2625400;40
Q18771183;Hartekamp;40
Q2316808;Q2316808;40
Q12013004;Oranjewoud Palace;40
Q3193941;Kasteel Soelen;39
Q2780076;Q2780076;38
Q2697019;Rhijnauwen;37
Q18775757;Zionsburg;36
Q2376445;Q2376445;36
Q585521;Biltmore Estate;35
Q206189;Koreiz;35
Q2329643;Q2329643;35
Q18773525;Q18773525;34
Q18775606;historical buitenplaats Ruurlo;34
Q4455678;Terenga;32
Q2277575;Q2277575;31
Q15883852;Q15883852;31
Q2194338;Landgoed Schaffelaar;30
Q7797210;Threave Gardens;30
Q2295734;Знаменка;30
Q57883248;Domaine des Peres Maristes;30
Q1991188;Anneville;29
Q957236;Mäntyniemi;29
Q17743944;Nannau;29
Q18769061;Q18769061;29
Q2051816;Q2051816;28
Q18769702;Q18769702;28
Q1983599;Q1983599;28
Q8032614;Woodend;28
Q2954092;Mattemburgh;28
Q2342986;Ardtornish;27
Q4338409;Q4338409;26
Q8040228;Wynnstay;26
Q1887569;Shōen;26
Q4281083;Q4281083;26
Q18769285;Q18769285;26
Q5025095;Cambo Estate;26
Q4862480;Baron Hill;26
Q11721775;Q11721775;25
Q2434404;Q2434404;25
Q2598870;Yaddo;25
Q18774105;Landgoed Van Schothorst (Lunteren);25
Q2127701;Iepenrode;24
Q4666791;Abercairny;24
Q2281352;Q2281352;24
Q19871567;Brickendon Estate;24
Q2097209;Pitfour estate;24
Q18769247;Q18769247;24
Q1262898;Mar-a-Lago;24
Q1833392;Q1833392;24
Q6964304;Nanteos;23
Q51020;Taytsy;23
Q13668536;Ryabovo estate;23
Q18775148;Slangenburg;23
Q18772172;Q18772172;22
Q4297811;Михайловское;22
Q3424730;Q3424730;22
Q15803378;Sistema ambientale della Tenuta presidenziale di Castelporziano;22
Q2731378;Mottisfont Abbey;21
Q1120695;Birkhall;21
Q2840499;Алтуфьево;21
Q1049544;Kykuit;21
Q18772043;Q18772043;20
Q18775473;Q18775473;20
Q4462985;Trigorskoe;20
Q2459979;Gothic Chapel;20
Q564901;Melikhovo;20
Q2845064;Q2845064;20
Q33224821;Warxbüttel;20
Q2216286;Q2216286;20
