entity;label;popularity
Q13972;Tartu;2107
Q102365;Pärnu;525
Q102158;Narva;400
Q188179;Kuressaare;259
Q44840;Viljandi;249
Q191889;Rakvere;207
Q191106;Haapsalu;189
Q45114;Paide;166
Q205271;Võru;161
Q201391;Kohtla-Järve;140
Q193905;Valga;104
Q207275;Keila;94
Q339347;Otepää;85
Q215971;Rapla;84
Q211059;Jõhvi;83
Q204091;Paldiski;79
Q213071;Elva;78
Q642660;Põltsamaa;77
Q117513;Jõgeva;73
Q155066;Kärdla;70
Q650577;Tapa;67
Q207748;Sillamäe;64
Q45100;Põlva;63
Q141796;Türi;57
Q213178;Kunda;53
Q723372;Narva-Jõesuu;49
Q206555;Maardu;48
Q216119;Kiviõli;48
Q842021;Mustvee;43
Q1146736;Kilingi-Nõmme;43
Q370242;Suure-Jaani;41
Q819514;Tõrva;40
Q730707;Sindi;40
Q154994;Antsla;38
Q985464;Kehra;37
Q375497;Lihula;37
Q819395;Mõisaküla;37
Q1483558;Räpina;37
Q321784;Abja-Paluoja;36
Q213740;Loksa;36
Q1023750;Karksi-Nuia;34
Q86206;Saue;33
Q217682;Tamsalu;31
Q172263;Püssi;29
Q171333;Võhma;28
Q613714;Kallaste;25
