entity;label;popularity
Q2303088;Q2303088;11
Q4394528;Рижская эстакада;11
Q9255051;Q9255051;11
Q48940686;Rusakovskaya overpass bridge;10
Q3565396;Minhocão;9
Q9255050;Q9255050;9
Q4214463;Карачаровский путепровод;8
Q4240423;Крестовский мост;8
Q21030478;Крымская эстакада;8
Q2397368;Tausendfüßler;7
Q4123860;Волоколамская эстакада;6
Q5189669;Croydon Flyover;6
Q21030025;Волоколамская эстакада;6
