entity;label;popularity
Q18288162;Metropolitan City of Turin;464
Q18288160;Metropolitan City of Rome;284
Q18288155;Metropolitan City of Milan;253
Q20795016;Metropolitan City of Palermo;175
Q18241891;Metropolitan City of Naples;165
Q18288152;Metropolitan City of Genoa;153
Q20991250;Metropolitan City of Messina;138
Q3678586;Metropolitan City of Reggio Calabria;129
Q18288148;Metropolitan City of Florence;122
Q3678587;Metropolitan City of Venice;120
Q20991246;Metropolitan City of Catania;104
Q18288145;Metropolitan City of Bologna;101
Q3622022;Metropolitan City of Cagliari;82
Q18241854;Metropolitan City of Bari;78
