entity;label
Q334;Сингапур
Q1055;Гамбург
Q6343;Карфаген
Q14773;Макао
Q191369;Угарит
Q207330;Лагаш
Q208169;Дубровницкая республика
Q244762;Мари
Q391980;Свободная территория Триест
Q428732;Фокея
Q548114;Свободный город Фиуме
Q843729;Клузий
Q844930;Древние Афины
Q931172;Вульчи
Q950240;Вольный и ганзейский город Любек
Q1140671;Тлакопан
Q1363688;Древний Коринф
Q1379299;Смирна
Q1651832;Татон
Q2047652;Тескоко
Q7929221;Виджайя
Q11929868;Киритаб
Q13554032;Карист
Q21045530;Апиак
Q76821846;Мединская община
