entity;label;popularity
Q40040;Amazonas;4012
Q781;Antigua and Barbuda;2324
Q769;Grenada;1895
Q25230;Guernsey;1808
Q9676;Isle of Man;1532
Q763;Saint Kitts and Nevis;1342
Q907112;Pridnestrovie;567
Q102911;Holland;471
Q33296;Mughal Empire;381
Q3108185;Ba'athist Iraq;204
Q165040;Duchy of Parma;76
Q146885;Syrian Republic;71
Q11266977;Epirus;70
Q746558;Emirate of Bukhara;68
Q2320005;Ptolemaic Kingdom;66
Q68682;Bukharan People's Soviet Republic;66
Q3708094;Great Seljuq Empire;62
Q42211;Vandals;49
Q738264;State of Los Altos;40
Q223793;Kingdom of Etruria;32
Q671899;Duchy of Teschen;31
Q17557;California Republic;31
Q63134381;Khwarezmian Empire;29
Q2088141;Caucasian Imamate;27
Q11920950;Q11920950;27
Q835382;Free State of Lippe;24
Q2347668;Libyan Arab Republic;23
Q2381337;Ukrainian People's Republic of Soviets;22
Q706553;County of Nice;21
Q130802;Alawite State;21
Q2037576;Republic of San Marco;20
Q874283;Latin League;19
Q76821846;Medina community;19
Q718422;Third Hungarian Republic;18
Q640998;Senior juz;18
Q574644;Bishopric of Speyer;18
Q157535;People's Republic of Zanzibar and Pemba;17
Q889030;Kingdom of Manipur;16
Q4420038;Singapore in Federation of Malaysia;15
Q4311709;Nagpur kingdom;15
Q47474304;Foundation;14
Q10463;Captaincy General of Venezuela;14
Q65182752;State of El Salvador;14
Q1587244;Kong Empire;14
Q68257522;State of Guatemala;14
Q26234937;Mandatory Syrian Republic;13
Q733897;First Babylonian Dynasty;13
Q1900716;Margraviate Hachberg-Sausenberg;13
Q4199254;Sultanate Taranchinsky;12
Q979756;Free State of Mecklenburg-Strelitz;12
Q889970;Jorvik;12
Q507346;Baté Empire;12
Q2121220;K'iche' Kingdom of Q'umarkaj;11
Q2607292;Eastern Turkic Khaganate;11
Q3591868;Bolívar State, Colombia;11
Q3653113;Kingdom of Syunik;11
Q537503;Principality of Piombino;11
Q16000109;Herodian kingdom;11
Q68256371;State of Costa Rica;11
Q1054409;March of Ancona;10
Q18634909;Worker's Socialist Respublic of Amur;10
Q68253870;State of Honduras;10
Q67833643;Poder Ejecutivo de la Republica Oriental del Uruguay;10
Q3456410;Republic of Mulhouse;10
Q10888424;Wakoku;9
Q5589262;Government of National Salvation;9
Q1193806;Shu;9
Q68257039;State of Nicaragua;8
Q1641396;Middle jüz;8
Q62109505;Austrian Lombardy;8
Q18085321;Republic of Pirates;6
Q1965778;Sarir;6
Q21527201;Türk Haberler Ajansi;6
Q11949718;Sidli;5
Q19605913;Q19605913;5
Q23892436;Pante Merbo;5
Q1190905;Principality of Pannonian Croatia;4
Q22101840;Kirat Autonomous State;3
Q24392646;Q24392646;3
Q11723502;Jaxa;2
Q1248546;Bono State;2
Q28211566;Q28211566;2
Q10885162;Ito;2
Q4299521;Можайское княжество;2
Q359246;Admiralstaat;2
Q426488;March of Turin;2
Q77583758;Чили;1
Q77653930;Bolivia;1
Q60181161;Q60181161;1
Q56761394;Q56761394;1
Q30897457;Уйгурский каганат;1
Q25421545;Q25421545;1
Q24306020;Q24306020;1
Q23498919;Igbomina Kingdom;1
Q21974370;Guatavita (zybyn);1
Q11934612;Q11934612;1
Q40;Austria;-1
Q35;Denmark;-1
