entity;label
Q228445;Zugló
Q249498;Kőbánya
Q284541;Erzsébetváros
Q301411;Ferencváros
Q330026;Újbuda
Q330195;Újpest
Q370152;Budapest, XXII. District
Q580770;Óbuda-Békásmegyer
Q597182;Budapest VIII. District
Q613220;Csepel
Q697679;Budapest District VI
Q851023;13th district of Budapest
Q851040;Budapest XVI. District
Q851045;Budapest XVII. kerülete
Q851057;Pesterzsébet
Q851062;Budapest District XXIII
Q857943;19th district of Budapest
Q858351;Budapest XV. District
Q974038;Hegyvidék
Q1042732;Budapest V. District
Q1068701;Budapest II. District
Q1094308;Budapest I. District
Q11384977;18th district of Budapest
