entity;label
Q80953;Kasaï-Oriental
Q130268;Haut-Katanga Province
Q130566;Maniema
Q130576;Kasaï-Occidental
Q130625;North Kivu
Q139626;Équateur Province
Q217242;Katanga Province
Q241886;Lomami Province
Q427246;Tshuapa District
Q488326;South Kivu
Q605672;Haut-Lomami District
Q630900;Tshopo
Q652056;Bas-Uele
Q671442;Bandundu Province
Q826585;Tanganyika Province
Q831370;Orientale Province
Q988104;Équateur
Q1043494;Kongo Central
Q1163429;Mai-Ndombe Province
Q3091458;Kinshasa
Q24205498;Kwango Province
Q24909562;Ituri Province
