entity;label
Q1428570;Q1428570
Q1658789;Iller River source
Q3965086;Peschiera Springs
Q4204390;Volga source
Q7124920;Paint Branch
Q11818791;Piórko
Q11922282;Font Bordonera d'Organyà
Q11922564;fonts del Llobregat
Q12324440;Q12324440
Q19969177;source of the Seine River
Q20552862;Q20552862
Q20741503;Source of Semois river
Q20934661;Q20934661
Q21720942;Veliki Dekovac
Q21861172;Siebenquellen
Q31916351;Fonts del Fluvià
Q47037286;Q47037286
Q52260829;Q52260829
Q58851720;Q58851720
Q63865104;Q63865104
Q66661668;l’Aiguaneix (Err river)
Q66774063;Q66774063
Q83388639;Исток Западной Двины
