entity;label
Q36288;Silk Road
Q378346;Trade route from the Varangians to the Greeks
Q577931;Zlatá stezka (Bohemian Forest)
Q626628;Ruta del Modernisme
Q754999;Incense Route
Q803738;Baierweg
Q834476;Via Regia Lusatiae Superioris
Q911953;El Camino Real de Tierra Adentro
Q1467414;Old Spanish Trail
Q5742303;Q5742303
Q7835644;Trapper's Trail
Q10514510;Q10514510
Q12059790;Q12059790
Q16072708;Southern Silk Road
Q17053283;Via Drine
Q24061905;Mormon Road
Q30592581;Steppe Route
Q47087250;Old Spanish Trail
Q47087300;Old Spanish Trail – Mormon Road Historic District
Q65920436;Trade Pilgrimage Routes of North-Western Ghana
