entity;label
Q7172;Arab League
Q13116;Benelux
Q142869;Russian All-Military Union
Q482555;Korean reunification
Q806733;European Union banking union
Q1121044;Union of Krewo
Q2377743;Union of Bessarabia with Romania
Q5100919;Cross-Strait Unification
Q8193342;The Federation Of The Earth Alliance
Q72970347;Berne Union
