entity;label
Q153208;Mayda Insula
Q19886233;Bermoothes Insula
Q20818775;Bimini Insula
Q25908844;Bralgu Insulae
Q25908845;Buyan Insula
Q25908846;Hufaidh Insulae
Q25908847;Krocylea Insulae
Q25908848;Penglai Insula
Q25908849;Planctae Insulae
Q25908850;Royllo Insula
