entity;label
Q217151;Neotropic
Q968104;Circumboreal Region
Q1092732;Boreal Kingdom
Q1648729;Q1648729
Q1970493;Palaeotropical
Q1974274;Cape Floristic Region
Q2074488;Antarctic Floristic Kingdom
Q2563142;Paleotropical Kingdom
Q4056113;Австралийское царство
Q4317254;Неотропическое царство
Q4438468;Средиземноморская область
Q15224909;Q15224909
Q16487229;Antarctic flora
Q28057029;Biodiversity of Albania
