entity;label
Q17908;Aputula
Q18045;Amata
Q18049;Indulkana
Q18056;Kaltjiti
Q18062;Mimili
Q18067;Pipalyatjara
Q18070;Pukatja
Q18072;Umuwa
Q177502;Framlingham
Q1688947;Jigalong
Q1792051;Kunawarritji
Q1934778;Milingimbi
Q2118511;Punmu Community
Q2503419;Utopia
Q4766148;Anmatjere Community
Q4876087;Beagle Bay Community
Q4883259;Bell Springs Community
Q4904011;Bidan Community
Q4904297;Bidyadanga
Q4941418;Bondini
Q5002773;Buttah Windee
Q5285247;Djarindjin Community
Q5614499;Guda Guda Community
Q5617646;Gulgagulganeng community
Q5935968;Hull River Aboriginal Settlement
Q6035287;Innawonga Community
Q6066386;Iragul Community
Q6160339;Jarlmadangah Burru Community
Q6199150;Jimbilum
Q6297263;Joy Springs Community
Q6310932;Jumbun
Q6313788;Junjuwa community
Q6345594;Kadjina Community
Q6361558;Kandiwal community
Q6368227;Karalundi
Q6372984;Karnparri community
Q6445449;Kupungarri Community
Q6446204;Kurnangki community
Q6446501;Kurrawang community
Q6448465;Kutkabubba Community
Q6481507;Lamboo Gunian Community
Q6675543;Looma Community
Q6744218;Mallingbar community
Q6747807;Mandangala Community
Q6751975;Mantamaru Community
Q6864817;Mingullatharndo Community
Q6873537;Mirima community
Q6913497;Morrell Park community
Q6922014;Mount Margaret Aboriginal Community
Q6927218;Mowanjum Community
Q6931451;Mud Springs Community
Q6933734;Mulan
Q6933957;Mulga Queen Community
Q6936989;Munthamar Community
Q7021911;Ngallagunda Community
Q7022713;Ngunulum Community
Q7073751;Oak Valley
Q7095336;Oombulgurri Community
Q7130498;Pandanus Park Community
Q7133222;Papulankutja Community
Q7139345;Parnpajinya community
Q7145067;Patjarr Community
Q7190009;Pia Wadjari Community
Q7615107;Tjuntjuntjara
Q7653531;Swan Valley Nyungah Community
Q7810619;Tjirrkarli Community
Q7810639;Tjukurla Community
Q7960845;Wakathuni Community
Q7967065;Wanarn Community
Q7967169;Wandanooka community
Q7968786;Warakurna
Q7969653;Warmun Community
Q7969928;Warralong Community
Q7969972;Warrayu community
Q7990396;Weymul Community
Q8030338;Wollergerberleng Community
Q8033768;Woolah Community
Q8039069;Wuggubun Community
Q8039114;Wujal Wujal
Q8039304;Wurrenranginy Community
Q8047051;Yakanarra Community
Q8048324;Yandeyarra Community
Q8049518;Yarrabah
Q8049588;Yarrunga Community
Q8053826;Yirrallelm Community
Q8053957;Yiyili Community
Q8060919;Yulga Jinna Community
Q8061279;Yungngora Community
Q8565087;Four Mile
Q11593180;Iltur
Q14935084;Cummeragunja Reserve
Q14935779;Bayulu Community
Q14935819;Ilkulka Community
Q14935839;Koorabye community
Q14935934;Wijilawarrim Community
Q16892636;Imintji Community
Q17008400;Jimbalakudunj Community
Q17011592;Lundja community
Q17017084;Ngurrawaana Community
Q21074864;Ngukurr
Q21959548;Nicholson Camp Community
Q30400333;Galiwinku Community
Q30514180;Canteen Creek Community
Q30525498;Laramba Community
Q31203244;Belyuen
Q31205084;Santa Teresa Community
Q31206426;Nauiyu Community
Q31206523;Mount Liebig Community
Q31206597;Milyakburra Community
Q41092493;Nauiyu Nambiyu Community
Q41869614;Iwantja
Q41869663;Murputja
Q47466033;Maloga Mission
Q68321125;Ali Curung
