entity;label
Q217223;Afar Triangle
Q284780;Turpan Depression
Q305447;Q305447
Q378582;Karagiye
Q428570;Kharga Oasis
Q432285;Q432285
Q592762;Burzenland
Q619802;Bodélé Depression
Q625587;Aral–Caspian Depression
Q647638;Farafra
Q730295;Minusinsk Hollow
Q738878;Bahariya Oasis
Q799720;Badwater Basin
Q841050;Qattara Depression
Q849055;Q849055
Q921453;Great Lakes Depression
Q957992;Košická kotlina
Q975600;Q975600
Q999011;Q999011
Q1015386;Dakhla Oasis
Q1122823;Q1122823
Q1123703;Q1123703
Q1164846;Q1164846
Q1274674;Makhtesh Ramon
Q1315236;Neckarbecken
Q1316706;Tapolca Basin
Q1319322;Q1319322
Q1395106;Famenne
Q1433186;Orlasenke
Q1468327;Q1468327
Q1744372;Klappholttal
Q1776851;Q1776851
Q1921929;Catalan Central Depression
Q1999170;Q1999170
Q2000332;Hoya de Enriquillo
Q2008735;Siwa Oasis
Q2062189;Eucla Basin
Q2142682;Balkhash-Alakol depression
Q2225234;Sarykamyshskaya Kotlovina
Q2343157;Мармарошская котловина
Q2348638;Catalan Coastal Depression
Q2369594;Tuva Depression
Q2384313;Kenya Lake System in the Great Rift Valley
Q2563895;Weser Depression
Q2685023;Q2685023
Q2941327;Q2941327
Q3282629;Lower Geyser Basin
Q3487852;Žiarska kotlina
Q4073779;Vpadina Ayakagytma
Q4332408;Oymyakon depression
Q4411333;Sleepy Hollow
Q4451929;Тарбагатайская впадина
Q4668702;Abra de Porculla
Q4702413;Al-Ghab plain
Q5636381;HaMakhtesh HaKatan
Q5803287;Q5803287
Q7261274;Puritan's Pit
Q7271582;Zaysanskaya Kotlovina
Q9386899;Mingbuloq Botig‘i
Q11736658;Qarynzharyq Oyysy
Q11737511;Vpadina Kaundy
Q11744371;Q11744371
Q12134572;Nizhyn depression
Q12202091;Tabaghbagh
Q12531244;Ащыкольская впадина
Q12726581;Q12726581
Q12726582;Q12726582
Q12726583;Q12726583
Q12726584;Q12726584
Q12726585;Q12726585
Q12726586;Q12726586
Q12726587;Q12726587
Q12726589;Q12726589
Q12726591;Q12726591
Q12726592;Q12726592
Q12726593;Q12726593
Q12726594;Q12726594
Q13638558;Făgăraș Depression
Q14213070;Danakil Depression
Q14223987;Ain el-Dalla
Q14224007;el-Arag
Q14224013;el-Heiz
Q16489407;Bajo de la Tierra Colorada
Q16554084;Q16554084
Q16915695;Al Maghrah
Q17111675;Yellowknife Bay, Mars
Q18539656;Q18539656
Q18539657;Q18539657
Q18539659;Q18539659
Q18539660;Q18539660
Q18539662;Q18539662
Q18539663;Q18539663
Q18541144;Q18541144
Q18547884;Q18547884
Q18549719;Q18549719
Q19706227;Q19706227
Q19706679;Q19706679
Q19707315;Q19707315
Q19709382;Q19709382
Q19965048;Johannistal
Q20932947;Q20932947
Q20935186;Q20935186
Q20937059;Q20937059
Q20937256;Q20937256
Q20937297;Q20937297
Q20937380;Q20937380
Q21423224;Q21423224
Q21434467;Q21434467
Q21437629;Q21437629
Q21437641;Q21437641
Q21437843;Q21437843
Q21732970;Umm al Ghirbān
Q21792214;Q21792214
Q21799252;Cuenca Moile
Q21831400;Bajo del Tambelén
Q21831502;Bajo de la Ternera
Q21831535;Bajo de la Tigra
Q21831684;Bajo del Toro
Q21831717;Bajo de los Toros
Q21831872;Bajo Tres Lagunas
Q21832105;Bajo de las Vacas
Q21832135;Bajo de Valcheta
Q21832137;Bajo de Valdés
Q21833246;Bajo de la Raya
Q21833572;Bajo del Rosillo
