entity;label
Q245432;5 Fingers
Q385351;Okurayama Ski Jump Stadium
Q386413;Faro de Moncloa
Q1668092;Weser Skywalk
Q3995164;Chinese Tower
Q7537147;sky100 Hong Kong Observation Deck
Q11274224;Nagomi observation deck
Q11404903;Q11404903
Q11441802;Q11441802
Q11537188;Kirigaki Observation deck
Q11562883;Q11562883
Q11605826;Q11605826
Q11655331;Q11655331
Q17062261;The View from The Shard
Q22341618;Kunashiri Observatory Deck
Q26882887;Swiss Prime Tower Bornwald
Q42381859;Patkul viewing platform
Q55851577;Löwenbastion am Maschsee
Q56314396;Tavel Terrace
Q63256378;Pico de las Flores
Q66310909;Q66310909
Q66722774;Top of the Rock
Q67637806;Q67637806
Q70787316;Steinitzer Treppe
Q77436014;Rocche dei Perticali - i Calanchi
Q84034783;Il Belvedere
Q84047380;Skydeck
