entity;label
Q28048;Raoul Island
Q68740;Hawaii
Q105967;La Gomera
Q176093;Yunaska Island
Q181515;Genovesa Island
Q188705;Maui
Q189387;Ischia
Q201633;Iwo Jima
Q201689;La Palma
Q250462;Io-Torishima
Q271797;Mohéli
Q476525;Little Sitkin Island
Q530454;Nunivak Island
Q557077;Whakaari/White Island
Q583758;Kagamil Island
Q788862;Didicas Volcano
Q797590;Babase Island
Q954281;Saint Paul Island
Q955387;Seguam Island
Q966941;Niuafoʻou
Q976414;Uliaga Island
Q1036287;El Hierro
Q1058241;Chagulak Island
Q1070580;Izu Ōshima
Q1075076;Miyakejima
Q1096067;Kiska
Q1096095;Trindade
Q1126761;Pagan
Q1191108;Nii-jima
Q1191120;Hachijō-jima
Q1197235;Mikura-jima
Q1266576;Lolobau Island
Q1266916;Long Island
Q1310153;Leskov Island
Q1384924;Farallon de Pajaros
Q1421835;Nightingale Island
Q1423489;Simushir
Q1510685;Koro Island
Q1544363;Great Sitkin Island
Q1592377;Heard Island
Q1633928;Kupreanof Island
Q1672851;St. George Island
Q1734831;Kasatochi Island
Q1812891;Herbert Island
Q1965316;Narcondam Island
Q2030657;Semisopochnoi Island
Q2065684;Ritter Island
Q2576387;Biliran
Q3468150;St. Michael Island
Q3562734;Volcano Island
Q15052147;Boisa
Q18357043;Sergief Island
