entity;label
Q29613834;Chang Sha
Q29622083;Jingxing Sha
Q29626520;Minzhu Sha
Q31457711;Gilchrist Bar
Q31457758;Gillsport Bar
Q31463383;Parched Corn Bar
Q31464538;Allens Bar
Q31465214;Pauline Bar
Q31465801;Pearsons Shoal
Q31465826;Peavys Bar
Q31465919;Peckerwood Shoals
Q31467260;Philans Shoal
Q31467338;Phillips Bar
Q31467428;Phillips Shoals
Q31467558;Pickens Bar
Q31467895;Pigeon Creek Bar
Q31469227;Arringtons Bar
Q31472006;Plank Shoals
Q31472539;Pleasant Ridge Bar
Q31475109;Poor Horse Bar
Q31476659;Bainbridge Eddy
Q31476736;Potts Bar
Q31479008;Bald Bar
Q31483034;Raccoon Bar
Q31483556;Rainwater Bar
Q31484712;Ratcliffes Shoals
Q31484860;Rattlesnake Bar
Q31485669;Bar Below Benton
Q31485690;Bar Below Gause Bar
Q31485955;Red Fish Island Shoal
Q31486931;Barnes Gin Bar
Q31486943;Reeves Bar
Q31487094;Barneys Shoals
Q31487453;Reppert Bar
Q31487788;Bartees Bar
Q31488570;Rifleman Bar
Q31488892;Ringgolds Bar
Q31490287;Bates Bar
Q31490901;Battlegin Bar
Q31491071;Robert Emmet Bar
Q31493239;Romans Bar
Q31493275;Beals Bar
Q31493768;Rose Shoal
Q31493907;Beards Bar
Q31493948;Beards Reef
Q31494410;Beckleys Bar
Q31494838;Bee Shoals
Q31494922;Beech Bottom Bar
Q31495388;Belfast Bar
Q31495529;Bell Ford Bar
Q31495927;Bellefonte Bar
Q31497628;Besteda Bar
Q31498811;Saint Elmo Bar
Q31498853;Big Bear Shoals
Q31498874;Saint James Bar
Q31498894;Saint John Bar
Q31498979;Big Creek Bar
Q31499020;Big Creek Shoals
Q31499492;Big Jump Bar
Q31499715;Big Log Shoals
Q31499932;Big Muscle Shoals
Q31503268;Birch Shoals
Q31503376;Birdine Bar
Q31505091;Black Rock Shoals
Q31505427;Blackwells Bar
Q31505643;Blakeley River Bar
Q31505790;Blind Shoals
Q31506638;Blue Rock
Q31506944;Bluff Port Bar
Q31507997;Bogue Chitto Creek Bar
Q31508068;Bohannons Bar
Q31508087;Bohannons Bar
Q31508408;Boligee Bar
Q31508461;Boligee Lower Bar
Q31510750;Box Shoals
Q31511076;Bracketts Bar
Q31512072;Bridgeport Bar
Q31512471;Brodnax Bar
Q31512520;Broken Bar
Q31513196;Santos Bar
Q31513257;Browns Bar
Q31513675;Brush Creek Bar
Q31515156;Buck Island Bar
Q31515685;Sellers Bar
Q31515702;Sellers Shoal
Q31515740;Selma Bar
Q31516714;Sharit Shoals
Q31518110;Shylock Bar
Q31519559;Burndine Bar
Q31520953;Singleton Bar
Q31521091;Butting Ram Shoals
Q31521313;Sipsey Bar
Q31521562;Buzzards Bar
Q31521665;Byrd Island Bar
Q31523122;Smiths Bar
Q31523513;Sniders Shoal
Q31524802;Cade Bar
Q31524831;Cade Bar
Q31527646;South Flint River Bar
Q31527883;Caldwell Bar
Q31528205;California Bar
Q31528621;Southeast Shoal
Q31528951;Spalding Reef
Q31529190;Calverts Bar
Q31530083;Spring Bars
Q31530132;Spring Bluff Bar
Q31532577;Stedman Reef
Q31537567;Catfish Bar
Q31537598;Catfish Shoals
Q31537721;Summerville Bar
Q31537738;Summerville Cutoff Bar
Q31538197;Sunflower Cutoff Bar
Q31539344;Cedar Creek Bar
Q31539798;Swift Creek Bar
Q31541209;Chambers Bar
Q31542880;Tait Bar
Q31542993;Chickasaw Shoals
Q31543304;Chiles Ferry Bar
Q31543481;China Bluff Bar
Q31543720;Chisenhall Bar
Q31543921;Choctaw Bar
Q31544277;Tallawassee Bar
Q31545806;Clantons Bar
Q31547009;Cleveland Shoals
Q31547019;Tarver Bar
Q31547512;Coal Fire Creek Bar
Q31548299;Coffee Bend Bar
Q31548444;Taylors Bar
Q31549193;Cold Springs Bar
Q31549414;Coles Bar
Q31549430;Coles Bend Bar
Q31550233;Columbus Bar
Q31552760;Copeland Shoals
Q31552883;The Rocks
Q31552897;The Rocks Bar
Q31553012;The Spit
Q31553151;Corn Creek Shoals
Q31553983;Thompsons Shoal
Q31553999;Thompsons Towheads
Q31554443;Cow Ford Bar
Q31554459;Cow Ford Bar
Q31554540;Three Chutes Bar
Q31554762;Cox Bar
Q31554877;Coxs Bar
Q31554895;Coxs Bar
Q31555048;Craigs Shoals
Q31555414;Crawfords Bar
Q31555828;Tight Eye Bar
Q31555966;Crooms Bar
Q31556670;Cubbs Creek Shoals
Q31557432;Cunningham Bar
Q31557491;Tipton Bar
Q31558865;Toms Bar
Q31559708;Towhead Reef
Q31559767;Town Creek Bar
Q31560886;Triana Bar
Q31561368;Daniels Creek Shoal
Q31562250;Tubbs Bar
Q31562769;Dauphin Island Spit
Q31563087;Tuggles Shoals
Q31564394;Turkey Ford Bar
Q31564744;Turkey Shoals
Q31564760;Turkey Shoals
Q31565006;Turner Shoals
Q31565123;Turnipseed Shoals
Q31565417;Tuscumbia Bar
Q31565520;Tussels Bar
Q31565810;Twentyone Mile Bar
Q31568422;University Shoal
Q31568764;Upper Bar
Q31568780;Upper Bar
Q31568844;Upper Brother Bar
Q31568940;Upper Chicken Cock Bar
Q31569168;Dog River Bar
Q31570562;Valley Creek Bar
Q31570752;Double Bar
Q31571087;Vancleave Bar
Q31571418;Drakes Mill Shoals
Q31571555;Dropout Rock
Q31571622;Dry Bar
Q31571803;Duck Bar
Q31572670;Vienna Bar
Q31572999;Duncan Bar
Q31573375;Durdens Bar
Q31574180;Eagle Shoals
Q31574246;Earl Bar
Q31574296;East Bassetts Bar
Q31575169;Eastpoint Bar
Q31575772;Edwards Bar
Q31577051;Wallaces Bar
Q31578224;Wards Shoal
Q31578617;Epes Bar
Q31578822;Warsaw Bar
Q31578972;Washington Bar
Q31578989;Washington Bar
Q31579861;Evans Lower Bar
Q31579910;Evans Upper Bar
Q31580468;Fair Shoals
Q31581812;Finches Ferry Bar
Q31581901;West Bank
Q31581918;West Bank
Q31581957;First Bar Above Selma
Q31581974;First Bars
Q31582008;Fish Trap Bar
Q31582272;Five Mile Rock
Q31583080;Flemons Shoal
Q31583789;Ford Bar
Q31584168;Fork Shoals
Q31584187;Forkland Bar
Q31584946;Fort Williams Shoals
Q31585143;Fosters Bar
Q31585208;Four Mile Bar
Q31585212;White Bluff Bar
Q31586155;Franklin Shoals
Q31586369;Whites Bar
Q31586860;Whitsetts Old Ford Bar
Q31586876;Whitsitts Bar
Q31587178;Widows Bar
Q31587394;Wilcox Bar
Q31587528;Wild Horse Bar
Q31587930;Gainesville Bar
Q31588112;Wilkinson Bar
