metacountry;metacountry_label;country;start_precision;start;end_precision;end;;;;
Metastate_Q215;Словения;Q131964;2;1.01.1804;2;1.01.1867;;;;
Metastate_Q215;Словения;Q28513;2;1.01.1867;2;1.01.1918;;;;
Metastate_Q215;Словения;Q718374;2;1.01.1918;2;1.01.1918;;;;
Metastate_Q215;Словения;Q15102440;2;1.01.1918;2;1.01.1929;;;;
Metastate_Q215;Словения;Q191077;2;1.01.1929;2;1.01.1943;;;;
Metastate_Q215;Словения;Q1277557;2;1.01.1943;2;1.01.1946;;;;
Metastate_Q215;Словения;Q83286;2;1.01.1946;2;1.01.1991;;;;
Metastate_Q215;Словения;Q215;2;1.01.1991;;по наст. время;;;;
Metastate_Q34;Швеция;Q62623;2;1.01.1397;2;1.01.1523;;;;
Metastate_Q34;Швеция;Q34;2;1.01.1523;2;1.01.1814;;;;
Metastate_Q34;Швеция;Q62589;2;1.01.1814;2;1.01.1905;;;;
Metastate_Q34;Швеция;Q34;2;1.01.1905;;по наст. время;;;;
Metastate_Q39;Швейцария;Q13590051;2;1.01.411;2;1.01.534;;;;
Metastate_Q39;Швейцария;Q146246;2;1.01.481;2;1.01.843;;;;
Metastate_Q39;Швейцария;Q468902;2;1.01.843;2;1.01.855;;;;
Metastate_Q39;Швейцария;Q153080;2;1.01.843;2;1.01.962;;;;
Metastate_Q39;Швейцария;Q12548;3;1.01.1000;2;1.01.1291;;;;
Metastate_Q39;Швейцария;Q435583;2;1.01.1291;2;1.01.1798;;;;
Metastate_Q39;Швейцария;Q206696;2;1.01.1798;2;1.01.1803;;;;
Metastate_Q39;Швейцария;Q39;2;1.01.1803;;по наст. время;;;;
Metastate_Q237;Ватикан;Q17167;2;-1.01.509;2;-1.01.27;;;;
Metastate_Q237;Ватикан;Q2277;2;-1.01.27;2;1.01.476;;;;
Metastate_Q237;Ватикан;Q12544;2;1.01.476;2;1.01.493;;;;
Metastate_Q237;Ватикан;Q583038;2;1.01.493;2;1.01.533;;;;
Metastate_Q237;Ватикан;Q12544;2;1.01.533;2;1.01.754;;;;
Metastate_Q237;Ватикан;Q170174;2;1.01.754;2;1.01.1798;;;;
Metastate_Q237;Ватикан;Q170174;2;1.01.1799;2;1.01.1870;;;;
Metastate_Q237;Ватикан;Q175881;2;1.01.1798;2;1.01.1799;;;;
Metastate_Q237;Ватикан;Q172579;2;1.01.1870;2;1.01.1929;;;;
Metastate_Q237;Ватикан;Q237;2;1.01.1929;;по наст. время;;;;
Metastate_Q414;Аргентина;Q211435;2;1.01.1542;2;1.01.1776;;;;
Metastate_Q414;Аргентина;Q210551;2;1.01.1776;2;1.01.1810;;;;
Metastate_Q414;Аргентина;Q738144;2;1.01.1810;2;1.01.1831;;;;
Metastate_Q414;Аргентина;Q832554;2;1.01.1831;2;1.01.1861;;;;
Metastate_Q414;Аргентина;Q414;2;1.01.1861;;по наст. время;;;;
Metastate_Q750;Боливия;Q3772548;2;1.01.1528;2;1.01.1542;;;;
Metastate_Q750;Боливия;Q211435;2;1.01.1542;2;1.01.1776;;;;
Metastate_Q750;Боливия;Q210551;2;1.01.1776;2;1.01.1810;;;;
Metastate_Q750;Боливия;Q211435;2;1.01.1810;2;1.01.1825;;;;
Metastate_Q750;Боливия;Q750;2;1.01.1825;;по наст. время;;;;
Metastate_Q155;Бразилия;Q2088324;2;1.01.1500;2;1.01.1815;;;;
Metastate_Q155;Бразилия;Q903779;2;1.01.1815;2;1.01.1822;;;;
Metastate_Q155;Бразилия;Q217230;2;1.01.1822;2;1.01.1889;;;;
Metastate_Q155;Бразилия;Q2414171;2;1.01.1889;2;1.01.1937;;;;
Metastate_Q155;Бразилия;Q210542;2;1.01.1937;2;1.01.1967;;;;
Metastate_Q155;Бразилия;Q155;2;1.01.1967;;по наст. время;;;;
Metastate_Q298;Чили;Q763808;2;1.01.1542;2;1.01.1818;;;;
Metastate_Q298;Чили;Q298;2;1.01.1818;;по наст. время;;;;
Metastate_Q739;Колумбия;Q3772548;2;1.01.1528;2;1.01.1542;;;;
Metastate_Q739;Колумбия;Q211435;2;1.01.1542;2;1.01.1776;;;;
Metastate_Q739;Колумбия;Q8965;2;1.01.1717;2;1.01.1819;;;;
Metastate_Q739;Колумбия;Q199821;2;1.01.1819;2;1.01.1831;;;;
Metastate_Q739;Колумбия;Q630882;2;1.01.1831;2;1.01.1858;;;;
Metastate_Q739;Колумбия;Q1141215;2;1.01.1858;2;1.01.1863;;;;
Metastate_Q739;Колумбия;Q1061488;2;1.01.1863;2;1.01.1886;;;;
Metastate_Q739;Колумбия;Q739;2;1.01.1886;;по наст. время;;;;
Metastate_Q736;Эквадор;Q3772548;2;1.01.1528;2;1.01.1542;;;;
Metastate_Q736;Эквадор;Q211435;2;1.01.1542;2;1.01.1776;;;;
Metastate_Q736;Эквадор;Q8965;2;1.01.1717;2;1.01.1822;;;;
Metastate_Q736;Эквадор;Q199821;2;1.01.1822;2;1.01.1830;;;;
Metastate_Q736;Эквадор;Q736;2;1.01.1830;;по наст. время;;;;
Metastate_Q734;Гайана;Q1368792;2;1.01.1616;2;1.01.1815;;;;
Metastate_Q734;Гайана;Q675322;2;1.01.1627;2;1.01.1815;;;;
Metastate_Q734;Гайана;Q1185346;2;1.01.1745;2;1.01.1815;;;;
Metastate_Q734;Гайана;Q918126;2;1.01.1814;2;1.01.1966;;;;
Metastate_Q734;Гайана;Q5622720;2;1.01.1966;2;1.01.1970;;;;
Metastate_Q734;Гайана;Q734;2;1.01.1970;;по наст. время;;;;
Metastate_Q804;Панама;Q3772548;2;1.01.1528;2;1.01.1542;;;;
Metastate_Q804;Панама;Q211435;2;1.01.1542;2;1.01.1776;;;;
Metastate_Q804;Панама;Q8965;2;1.01.1717;2;1.01.1819;;;;
Metastate_Q804;Панама;Q199821;2;1.01.1819;2;1.01.1831;;;;
Metastate_Q804;Панама;Q630882;2;1.01.1831;2;1.01.1858;;;;
Metastate_Q804;Панама;Q1141215;2;1.01.1858;2;1.01.1863;;;;
Metastate_Q804;Панама;Q1061488;2;1.01.1863;2;1.01.1886;;;;
Metastate_Q804;Панама;Q739;2;1.01.1886;2;1.01.1903;;;;
Metastate_Q804;Панама;Q804;2;1.01.1903;;по наст. время;;;;
Metastate_Q733;Парагвай;Q210551;2;1.01.1776;2;1.01.1814;;;;
Metastate_Q733;Парагвай;Q733;2;1.01.1814;;по наст. время;;;;
Metastate_Q419;Перу;Q28573;2;1.01.1438;2;1.01.1533;;;;
Metastate_Q419;Перу;Q119695;2;1.01.1528;2;1.01.1542;;;;
Metastate_Q419;Перу;Q3772548;2;1.01.1528;2;1.01.1542;;;;
Metastate_Q419;Перу;Q211435;2;1.01.1542;2;1.01.1824;;;;
Metastate_Q419;Перу;Q419;2;1.01.1824;;по наст. время;;;;
Metastate_Q730;Суринам;Q7646305;2;1.01.1630;2;1.01.1954;;;;
Metastate_Q730;Суринам;Q19901436;2;1.01.1954;2;1.01.1975;;;;
Metastate_Q730;Суринам;Q730;2;1.01.1975;;по наст. время;;;;
Metastate_Q754;Тринидад и Тобаго;Q8965;2;1.01.1717;2;1.01.1797;;;;
Metastate_Q754;Тринидад и Тобаго;Q920396;2;1.01.1797;2;1.01.1962;;;;
Metastate_Q754;Тринидад и Тобаго;Q7842409;2;1.01.1962;2;1.01.1976;;;;
Metastate_Q754;Тринидад и Тобаго;Q754;2;1.01.1976;;по наст. время;;;;
Metastate_Q77;Уругвай;Q738144;2;1.01.1810;2;1.01.1816;;;;
Metastate_Q77;Уругвай;Q903779;2;1.01.1816;2;1.01.1822;;;;
Metastate_Q77;Уругвай;Q217230;2;1.01.1822;2;1.01.1828;;;;
Metastate_Q77;Уругвай;Q77;2;1.01.1828;;по наст. время;;;;
Metastate_Q717;Венесуэла;Q170603;2;1.01.1521;2;1.01.1717;;;;
Metastate_Q717;Венесуэла;Q8965;2;1.01.1717;2;1.01.1777;;;;
Metastate_Q717;Венесуэла;Q10463;2;1.01.1777;2;1.01.1821;;;;
Metastate_Q717;Венесуэла;Q199821;2;1.01.1821;2;1.01.1830;;;;
Metastate_Q717;Венесуэла;Q39501433;2;1.01.1830;2;1.01.1864;;;;
Metastate_Q717;Венесуэла;Q5848651;2;1.01.1864;2;1.01.1953;;;;
Metastate_Q717;Венесуэла;Q21296156;2;1.01.1953;2;1.01.1999;;;;
Metastate_Q717;Венесуэла;Q717;2;1.01.1999;;по наст. время;;;;
Metastate_Q781;Антигуа и Барбуда;Q1796551;2;1.01.1671;2;1.01.1816;;;;
Metastate_Q781;Антигуа и Барбуда;Q1796551;2;1.01.1833;2;1.01.1958;;;;
Metastate_Q781;Антигуа и Барбуда;Q652560;2;1.01.1958;2;1.01.1962;;;;
Metastate_Q781;Антигуа и Барбуда;Q22007334;2;1.01.1962;2;1.01.1981;;;;
Metastate_Q781;Антигуа и Барбуда;Q781;2;1.01.1981;;по наст. время;;;;
Metastate_Q778;Багамские Острова;Q179876;2;1.01.1648;2;1.01.1717;;;;
Metastate_Q778;Багамские Острова;Q21815597;2;1.01.1717;2;1.01.1973;;;;
Metastate_Q778;Багамские Острова;Q778;2;1.01.1973;;по наст. время;;;;
Metastate_Q244;Барбадос;Q63973349;2;1.01.1625;2;1.01.1966;;;;
Metastate_Q244;Барбадос;Q652560;2;1.01.1958;2;1.01.1962;;;;
Metastate_Q244;Барбадос;Q244;2;1.01.1966;;по наст. время;;;;
Metastate_Q242;Белиз;Q1643555;2;1.01.1862;2;1.01.1981;;;;
Metastate_Q242;Белиз;Q242;2;1.01.1981;;по наст. время;;;;
Metastate_Q800;Коста-Рика;Q2077243;2;1.01.1609;2;1.01.1821;;;;
Metastate_Q800;Коста-Рика;Q285658;2;1.01.1821;2;1.01.1823;;;;
Metastate_Q800;Коста-Рика;Q190025;2;1.01.1823;2;1.01.1838;;;;
Metastate_Q800;Коста-Рика;Q800;2;1.01.1838;;по наст. время;;;;
Metastate_Q241;Куба;Q2919465;2;1.01.1512;2;1.01.1607;;;;
Metastate_Q241;Куба;Q2039931;2;1.01.1607;2;1.01.1898;;;;
Metastate_Q241;Куба;Q7891201;2;1.01.1898;2;1.01.1902;;;;
Metastate_Q241;Куба;Q241;2;1.01.1902;;по наст. время;;;;
Metastate_Q784;Доминика;Q1796551;2;1.01.1871;2;1.01.1958;;;;
Metastate_Q784;Доминика;Q652560;2;1.01.1958;2;1.01.1962;;;;
Metastate_Q784;Доминика;Q7985529;2;1.01.1962;2;1.01.1978;;;;
Metastate_Q784;Доминика;Q784;2;1.01.1978;;по наст. время;;;;
Metastate_Q786;Доминиканская Республика;Q2919465;2;1.01.1492;2;1.01.1795;;;;
Metastate_Q786;Доминиканская Республика;Q11681694;2;1.01.1821;2;1.01.1822;;;;
Metastate_Q786;Доминиканская Республика;Q95408244;2;1.01.1822;2;1.01.1844;;;;
Metastate_Q786;Доминиканская Республика;Q51545918;2;1.01.1844;2;1.01.1861;;;;
Metastate_Q786;Доминиканская Республика;Q29;2;1.01.1861;2;1.01.1865;;;;
Metastate_Q786;Доминиканская Республика;Q786;2;1.01.1865;;по наст. время;;;;
Metastate_Q792;Сальвадор;Q2077243;2;1.01.1609;2;1.01.1821;;;;
Metastate_Q792;Сальвадор;Q285658;2;1.01.1821;2;1.01.1823;;;;
Metastate_Q792;Сальвадор;Q190025;2;1.01.1823;2;1.01.1841;;;;
Metastate_Q792;Сальвадор;Q792;2;1.01.1841;;по наст. время;;;;
Metastate_Q769;Гренада;Q21022;2;1.01.1649;2;1.01.1763;;;;
Metastate_Q769;Гренада;Q2660774;2;1.01.1763;2;1.01.1958;;;;
Metastate_Q769;Гренада;Q652560;2;1.01.1958;2;1.01.1962;;;;
Metastate_Q769;Гренада;Q769;2;1.01.1974;;по наст. время;;;;
Metastate_Q774;Гватемала;Q2077243;2;1.01.1609;2;1.01.1821;;;;
Metastate_Q774;Гватемала;Q285658;2;1.01.1821;2;1.01.1823;;;;
Metastate_Q774;Гватемала;Q190025;2;1.01.1823;2;1.01.1839;;;;
Metastate_Q774;Гватемала;Q774;2;1.01.1839;;по наст. время;;;;
Metastate_Q790;Республика Гаити;Q861551;2;1.01.1625;2;1.01.1804;;;;
Metastate_Q790;Республика Гаити;Q2006756;2;1.01.1804;2;1.01.1806;;;;
Metastate_Q790;Республика Гаити;Q2150951;2;1.01.1806;2;1.01.1811;;;;
Metastate_Q790;Республика Гаити;Q1472105;2;1.01.1811;2;1.01.1820;;;;
Metastate_Q790;Республика Гаити;Q95408244;2;1.01.1820;2;1.01.1849;;;;
Metastate_Q790;Республика Гаити;Q2979717;2;1.01.1849;2;1.01.1859;;;;
Metastate_Q790;Республика Гаити;Q790;2;1.01.1859;;по наст. время;;;;
Metastate_Q783;Гондурас;Q2077243;2;1.01.1609;2;1.01.1821;;;;
Metastate_Q783;Гондурас;Q285658;2;1.01.1821;2;1.01.1823;;;;
Metastate_Q783;Гондурас;Q190025;2;1.01.1823;2;1.01.1838;;;;
Metastate_Q783;Гондурас;Q783;2;1.01.1838;;по наст. время;;;;
Metastate_Q766;Ямайка;Q2526023;2;1.01.1655;2;1.01.1962;;;;
Metastate_Q766;Ямайка;Q766;2;1.01.1962;;по наст. время;;;;
Metastate_Q96;Мексика;Q170603;2;1.01.1521;2;1.01.1821;;;;
Metastate_Q96;Мексика;Q285658;2;1.01.1821;2;1.01.1823;;;;
Metastate_Q96;Мексика;Q288200;2;1.01.1823;2;1.01.1824;;;;
Metastate_Q96;Мексика;Q1109279;2;1.01.1824;2;1.01.1835;;;;
Metastate_Q96;Мексика;Q5062192;2;1.01.1835;2;1.01.1846;;;;
Metastate_Q96;Мексика;Q7443295;2;1.01.1846;2;1.01.1863;;;;
Metastate_Q96;Мексика;Q371334;2;1.01.1863;2;1.01.1867;;;;
Metastate_Q96;Мексика;Q96;2;1.01.1867;;по наст. время;;;;
Metastate_Q811;Никарагуа;Q2077243;2;1.01.1609;2;1.01.1821;;;;
Metastate_Q811;Никарагуа;Q285658;2;1.01.1821;2;1.01.1823;;;;
Metastate_Q811;Никарагуа;Q190025;2;1.01.1823;2;1.01.1838;;;;
Metastate_Q811;Никарагуа;Q811;2;1.01.1838;;по наст. время;;;;
Metastate_Q763;Сент-Китс и Невис;Q1796551;2;1.01.1623;2;1.01.1882;;;;
Metastate_Q763;Сент-Китс и Невис;Q1637975;2;1.01.1882;2;1.01.1958;;;;
Metastate_Q763;Сент-Китс и Невис;Q652560;2;1.01.1958;2;1.01.1962;;;;
Metastate_Q763;Сент-Китс и Невис;Q1637975;2;1.01.1962;2;1.01.1983;;;;
Metastate_Q763;Сент-Китс и Невис;Q763;2;1.01.1983;;по наст. время;;;;
Metastate_Q760;Сент-Люсия;Q2660774;2;1.01.1814;2;1.01.1958;;;;
Metastate_Q760;Сент-Люсия;Q652560;2;1.01.1958;2;1.01.1962;;;;
Metastate_Q760;Сент-Люсия;Q760;2;1.01.1979;;по наст. время;;;;
Metastate_Q757;Сент-Винсент и Гренадины;Q2660774;2;1.01.1763;2;1.01.1958;;;;
Metastate_Q757;Сент-Винсент и Гренадины;Q652560;2;1.01.1958;2;1.01.1962;;;;
Metastate_Q757;Сент-Винсент и Гренадины;Q757;2;1.01.1979;;по наст. время;;;;
Metastate_Q408;Австралия;Q18348382;2;1.01.1788;2;1.01.1901;;;;
Metastate_Q408;Австралия;Q1780114;2;1.01.1825;2;1.01.1856;;;;
Metastate_Q408;Австралия;Q5148519;2;1.01.1856;2;1.01.1901;;;;
Metastate_Q408;Австралия;Q286845;2;1.01.1829;2;1.01.1901;;;;
Metastate_Q408;Австралия;Q3136886;2;1.01.1836;2;1.01.1901;;;;
Metastate_Q408;Австралия;Q36687;2;1.01.1851;2;1.01.1901;;;;
Metastate_Q408;Австралия;Q36074;2;1.01.1859;2;1.01.1901;;;;
Metastate_Q408;Австралия;Q408;2;1.01.1901;;по наст. время;;;;
Metastate_Q712;Фиджи;Q17515160;2;1.01.1871;2;1.01.1874;;;;
Metastate_Q712;Фиджи;Q5148320;2;1.01.1874;2;1.01.1970;;;;
Metastate_Q712;Фиджи;Q5291089;2;1.01.1970;2;1.01.1987;;;;
Metastate_Q712;Фиджи;Q712;2;1.01.1987;;по наст. время;;;;
Metastate_Q710;Кирибати;Q1050859;2;1.01.1892;2;1.01.1976;;;;
Metastate_Q710;Кирибати;Q710;2;1.01.1976;;по наст. время;;;;
Metastate_Q709;Маршалловы Острова;Q165008;2;1.01.1884;2;1.01.1919;;;;
Metastate_Q709;Маршалловы Острова;Q718763;2;1.01.1919;2;1.01.1947;;;;
Metastate_Q709;Маршалловы Острова;Q129237;2;1.01.1947;2;1.01.1994;;;;
Metastate_Q709;Маршалловы Острова;Q709;2;1.01.1979;;по наст. время;;;;
Metastate_Q702;Микронезия;Q910648;2;1.01.1565;2;1.01.1898;;;;
Metastate_Q702;Микронезия;Q165008;2;1.01.1884;2;1.01.1919;;;;
Metastate_Q702;Микронезия;Q718763;2;1.01.1919;2;1.01.1947;;;;
Metastate_Q702;Микронезия;Q129237;2;1.01.1947;2;1.01.1994;;;;
Metastate_Q702;Микронезия;Q702;2;1.01.1979;;по наст. время;;;;
Metastate_Q697;Науру;Q165008;2;1.01.1884;2;1.01.1919;;;;
Metastate_Q697;Науру;Q1545934;2;1.01.1914;2;1.01.1942;;;;
Metastate_Q697;Науру;Q2072172;2;1.01.1942;2;1.01.1945;;;;
Metastate_Q697;Науру;Q985073;2;1.01.1947;2;1.01.1968;;;;
Metastate_Q697;Науру;Q697;2;1.01.1968;;по наст. время;;;;
Metastate_Q664;Новая Зеландия;Q18348382;2;1.01.1788;2;1.01.1901;;;;
Metastate_Q664;Новая Зеландия;Q5148518;2;1.01.1841;2;1.01.1907;;;;
Metastate_Q664;Новая Зеландия;Q2594990;2;1.01.1907;2;1.01.1947;;;;
Metastate_Q664;Новая Зеландия;Q664;2;1.01.1947;;по наст. время;;;;
Metastate_Q695;Палау;Q910648;2;1.01.1565;2;1.01.1898;;;;
Metastate_Q695;Палау;Q165008;2;1.01.1884;2;1.01.1919;;;;
Metastate_Q695;Палау;Q718763;2;1.01.1919;2;1.01.1947;;;;
Metastate_Q695;Палау;Q129237;2;1.01.1947;2;1.01.1994;;;;
Metastate_Q695;Палау;Q695;2;1.01.1994;;по наст. время;;;;
Metastate_Q691;Папуа — Новая Гвинея;Q530560;2;1.01.1885;2;1.01.1975;;;;
Metastate_Q691;Папуа — Новая Гвинея;Q165008;2;1.01.1884;2;1.01.1919;;;;
Metastate_Q691;Папуа — Новая Гвинея;Q1443945;2;1.01.1919;2;1.01.1975;;;;
Metastate_Q691;Папуа — Новая Гвинея;Q2301972;2;1.01.1949;2;1.01.1975;;;;
Metastate_Q691;Папуа — Новая Гвинея;Q691;2;1.01.1975;;по наст. время;;;;
Metastate_Q683;Самоа;Q701025;2;1.01.1900;2;1.01.1920;;;;
Metastate_Q683;Самоа;Q7988268;2;1.01.1920;2;1.01.1962;;;;
Metastate_Q683;Самоа;Q1545934;2;1.01.1920;2;1.01.1962;;;;
Metastate_Q683;Самоа;Q683;2;1.01.1962;;по наст. время;;;;
Metastate_Q685;Соломоновы Острова;Q165008;2;1.01.1884;2;1.01.1919;;;;
Metastate_Q685;Соломоновы Острова;Q13410267;2;1.01.1893;2;1.01.1978;;;;
Metastate_Q685;Соломоновы Острова;Q685;2;1.01.1978;;по наст. время;;;;
Metastate_Q678;Тонга;Q678;2;1.01.1845;;по наст. время;;;;
Metastate_Q672;Тувалу;Q1050859;2;1.01.1892;2;1.01.1976;;;;
Metastate_Q672;Тувалу;Q672;2;1.01.1976;;по наст. время;;;;
Metastate_Q686;Вануату;Q5479650;2;1.01.1889;2;1.01.1890;;;;
Metastate_Q686;Вануату;Q752431;2;1.01.1906;2;1.01.1980;;;;
Metastate_Q686;Вануату;Q686;2;1.01.1980;;по наст. время;;;;
Metastate_Q232;Казахстан;Q79965;2;1.01.1243;2;1.01.1459;;;;
Metastate_Q232;Казахстан;Q1433867;2;01.01.1465;2;01.01.1847;;;;
Metastate_Q232;Казахстан;Q640998;2;01.01.1718;2;01.01.1750;;;;
Metastate_Q232;Казахстан;Q1641396;2;01.01.1719;2;01.01.1824;;;;
Metastate_Q232;Казахстан;Q1641409;2;01.01.1718;2;01.01.1824;;;;
Metastate_Q232;Казахстан;Q34266;2;01.01.1730;;1.09.1917;;;;
Metastate_Q232;Казахстан;Q4221184;;7131;;7544;;;;
Metastate_Q232;Казахстан;Q2600170;;7544;;9298;;;;
Metastate_Q232;Казахстан;Q2332797;;9298;;13489;;;;
Metastate_Q232;Казахстан;Q168811;;13489;;33588;;;;
Metastate_Q232;Казахстан;Q232;;33588;;по наст. время;;;;
Metastate_Q17;Япония;Q17;;-11.02.660;;3.01.1868;;;;
Metastate_Q17;Япония;Q188712;;3.01.1868;;3.05.1947;;;;
Metastate_Q17;Япония;Q17;;3.05.1947;;по наст. время;;;;
Metastate_Q17;Япония;Q736839;2;1.01.1192;2;1.01.1333;;;;
Metastate_Q17;Япония;Q826021;2;1.01.1333;2;1.01.1336;;;;
Metastate_Q17;Япония;Q1154406;2;1.01.1338;2;1.01.1573;;;;
Metastate_Q17;Япония;Q319531;2;1.01.1578;;18.09.1598;;;;
Metastate_Q17;Япония;Q205662;2;1.01.1603;2;1.01.1868;;;;
Metastate_Q200686;Франция;Q201038;2;-1.1.753;2;-1.1.509;;;;
Metastate_Q200686;Франция;Q2277;;-16.01.27;;17.01.395;;;;
Metastate_Q200686;Франция;Q42834;;17.01.395;;4.09.476;;;;
Metastate_Q200686;Франция;Q273025;2;1.1.260;3;1.1.271;;;;
Metastate_Q200686;Франция;Q1247508;3;1.01.457;2;1.01.486;;;;
Metastate_Q200686;Франция;Q146246;2;1.01.481;2;11.08.843;;;;
Metastate_Q200686;Франция;Q46370;;11.08.843;;22.05.987;;;;
Metastate_Q200686;Франция;Q70972;;3.07.987;;4.09.1791;;;;
Metastate_Q200686;Франция;Q69323;;4.09.1791;;21.09.1792;;;;
Metastate_Q200686;Франция;Q58296;;20.09.1792;;9.11.1799;;;;
Metastate_Q200686;Франция;Q877619;;9.11.1799;;18.05.1804;;;;
Metastate_Q200686;Франция;Q71084;;18.05.1804;;6.04.1814;;;;
Metastate_Q200686;Франция;Q207162;;6.04.1814;;20.03.1815;;;;
Metastate_Q200686;Франция;Q71084;;20.03.1815;;7.07.1815;;;;
Metastate_Q200686;Франция;Q207162;;16.09.1824;;27.07.1830;;;;
Metastate_Q200686;Франция;Q58202;;27.07.1830;;24.02.1848;;;;
Metastate_Q200686;Франция;Q58326;;24.02.1848;;2.12.1852;;;;
Metastate_Q200686;Франция;Q71092;;2.12.1852;;4.09.1870;;;;
Metastate_Q200686;Франция;Q70802;;4.09.1870;;11.07.1940;;;;
Metastate_Q200686;Франция;Q69808;;11.07.1940;;25.08.1944;;;;
Metastate_Q200686;Франция;Q2748708;;25.10.1940;;25.08.1944;;;;
Metastate_Q200686;Франция;Q783684;;3.06.1944;;27.10.1946;;;;
Metastate_Q200686;Франция;Q69829;;27.10.1946;;4.10.1958;;;;
Metastate_Q200686;Франция;Q200686;;4.10.1958;;по наст. время;;;;
Metastate_Q184;Белоруссия;Q517333;4;01.01.901;2;01.01.1130;;;;
Metastate_Q184;Белоруссия;Q2596884;2;01.01.1101;3;01.01.1301;;;;
Metastate_Q184;Белоруссия;Q671362;2;01.01.988;2;01.01.1207;;;;
Metastate_Q184;Белоруссия;Q281961;3;01.01.1183;4;01.01.1262;;;;
Metastate_Q184;Белоруссия;Q49683;3;01.01.1236;;25.11.1795;;;;
Metastate_Q184;Белоруссия;Q172107;;01.07.1569;;24.10.1795;;;;
Metastate_Q184;Белоруссия;Q221457;;03.05.1815;2;01.01.1915;;;;
Metastate_Q184;Белоруссия;Q34266;2;01.01.1772;;1.09.1917;;;;
Metastate_Q184;Белоруссия;Q842199;;09.03.1918;;03.12.1918;;;;
Metastate_Q184;Белоруссия;Q68678;;31.12.1918;;29.12.1922;;;;
Metastate_Q184;Белоруссия;Q76236;;27.02.1919;;19.07.1919;;;;
Metastate_Q184;Белоруссия;Q2895;;30.12.1922;;19.09.1991;;;;
Metastate_Q184;Белоруссия;Q184;;19.09.1991;;по наст. время;;;;
Metastate_Q184;Белоруссия;Q2331803;;01.09.1941;;03.07.1944;;;;
Metastate_Q145;Великобритания;Q1991742;2;1.1.843;;19.03.1286;;;;
Metastate_Q145;Великобритания;Q230791;;19.03.1286;;1.05.1707;;;;
Metastate_Q145;Великобритания;Q105313;3;01.01.924;2;01.01.928;;;;
Metastate_Q145;Великобритания;Q179876;2;01.01.928;;1.05.1707;;;;
Metastate_Q145;Великобритания;Q330362;;16.12.1653;;25.05.1659;;;;
Metastate_Q145;Великобритания;Q161885;;1.05.1707;;1.01.1801;;;;
Metastate_Q145;Великобритания;Q174193;;1.01.1801;;5.12.1922;;;;
Metastate_Q145;Великобритания;Q145;;05.12.1922;;по наст. время;;;;
Metastate_Q183;Германия;Q153080;;11.08.843;;20.09.911;;;;
Metastate_Q183;Германия;Q150907;;28.08.876;;20.01.882;;;;
Metastate_Q183;Германия;Q100707543;;28.08.876;;22.09.880;;;;
Metastate_Q183;Германия;Q11812551;;28.08.876;;20.01.882;;;;
Metastate_Q183;Германия;Q175211;;10.11.911;;07.07.1792;;;;
Metastate_Q183;Германия;Q154741;;12.07.1806;;4.11.1813;;;;
Metastate_Q183;Германия;Q151624;;20.06.1815;;24.08.1866;;;;
Metastate_Q183;Германия;Q150981;;1.07.1867;;18.01.1871;;;;
Metastate_Q183;Германия;Q43287;;18.01.1871;;9.11.1918;;;;
Metastate_Q183;Германия;Q41304;;11.11.1918;;2.08.1934;;;;
Metastate_Q183;Германия;Q7318;;2.08.1934;;23.05.1945;;;;
Metastate_Q183;Германия;Q713750;;7.09.1949;;3.10.1990;;;;
Metastate_Q183;Германия;Q16957;;7.10.1949;;2.10.1990;;;;
Metastate_Q183;Германия;Q183;;3.10.1990;;по наст. время;;;;
Metastate_Q38;Италия;Q201038;2;-1.1.753;2;-1.1.509;;;;
Metastate_Q38;Италия;Q2277;;-16.01.27;;17.01.395;;;;
Metastate_Q38;Италия;Q42834;;17.01.395;;4.09.476;;;;
Metastate_Q38;Италия;Q100918356;;4.09.476;;15.03.493;;;;
Metastate_Q38;Италия;Q583038;2;1.1.493;1;1.10.552;;;;
Metastate_Q38;Италия;Q854415;2;1.1.566;2;1.1.781;;;;
Metastate_Q38;Италия;Q838931;;15.04.781;2;1.1.964;;;;
Metastate_Q38;Италия;Q12548;2;1.01.961;;6.08.1806;;;;
Metastate_Q38;Италия;Q1917014;2;1.1.1072;;27.09.1130;;;;
Metastate_Q38;Италия;Q188586;;27.09.1130;;8.12.1816;;;;
Metastate_Q38;Италия;Q723118;;26.01.1802;;17.03.1805;;;;
Metastate_Q38;Италия;Q223936;;17.03.1805;;11.04.1814;;;;
Metastate_Q38;Италия;Q180393;;8.12.1816;;20.03.1861;;;;
Metastate_Q38;Италия;Q172579;;17.03.1861;;2.06.1946;;;;
Metastate_Q38;Италия;Q153660;;23.09.1943;;28.04.1945;;;;
Metastate_Q38;Италия;Q38;;02.06.1946;;по наст. время;;;;
Metastate_Q38;Италия;Q3932080;2;01.01.1324;;17.02.1720;;;;
Metastate_Q38;Италия;Q165154;;17.02.1720;;17.03.1861;;;;
Metastate_Q38;Италия;Q173065;2;01.01.1282;;08.12.1816;;;;
Metastate_Q38;Италия;Q1232887;2;01.01.1032;2;01.01.1416;;;;
Metastate_Q38;Италия;Q426025;2;01.01.1416;;17.03.1861;;;;
Metastate_Q38;Италия;Q100982791;1;01.09.1042;2;01.01.1059;;;;
Metastate_Q38;Италия;Q3715874;2;01.01.1059;;24.12.1193;;;;
Metastate_Q38;Италия;Q209857;2;01.01.1815;;12.10.1866;;;;
